CUERPO,PROVINCIA,LOCALIDAD,CENTRO,PUESTO,PLA,Nombre,Apellido1,Apellido2,sexo,edad
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590117-PROC. DIAG. CLIN. Y PROD. ORTOPR. P.E.S.,1,Alejandro,Tapia,Lemus,Hombre,40
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590118-PROCESOS SANITARIOS P.E.S.,1,Nuria,Santos,Paredes,Mujer,50
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590118-PROCESOS SANITARIOS P.E.S.,1,Adrián,Aguado,Carrillo,Hombre,28
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590118-PROCESOS SANITARIOS P.E.S.,1,Noelia,Fuentes,Toledo,Mujer,59
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590118-PROCESOS SANITARIOS P.E.S.,1,Regina,Crespo,Sáez,Mujer,49
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590124-SISTEMAS ELECTRONICOS P.E.S.,1,Sofía,Cabello,Llamas,Mujer,63
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590216-OPERAC. Y EQUIPOS PROD. AGRARIA,1,Joaquín,Jimeno,Cebrián,Hombre,38
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590216-OPERAC. Y EQUIPOS PROD. AGRARIA,1,Laura,Franco,Andrés,Mujer,53
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590216-OPERAC. Y EQUIPOS PROD. AGRARIA,1,Irene,Salas,Iglesias,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590216-OPERAC. Y EQUIPOS PROD. AGRARIA,1,Lola,Barrios,Prado,Mujer,49
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590219-PROC.DIAG.CLIN. Y ORTOPROTESICOS,1,Verónica,Corral,Lemus,Mujer,54
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590219-PROC.DIAG.CLIN. Y ORTOPROTESICOS,1,Sandra,Romero,Ponce,Mujer,51
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590219-PROC.DIAG.CLIN. Y ORTOPROTESICOS,1,Andrea,Ponce,Solano,Mujer,40
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Adrián,Rubio,Huertas,Hombre,44
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Marcos,Izquierdo,Guzmán,Hombre,48
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Irene,Solano,Rosales,Hombre,40
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Manuel,Villar,Téllez,Hombre,62
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Isabel,Jiménez,Bravo,Mujer,39
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Pilar,Salas,Jimeno,Hombre,45
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Guillermo,Segura,Ojeda,Hombre,34
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590220-PROC. SANITARIOS Y ASISTENCIALES,1,Noelia,Acosta,Rodríguez,Mujer,53
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590221-PROCESOS COMERCIALES,1,Félix,Nieto,Moreno,Hombre,34
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Ana,Rosales,Miranda,Mujer,29
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Verónica,Garrido,Carrillo,Mujer,53
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Julián,Cabrera,Franco,Hombre,49
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Javier,Morales,León,Hombre,64
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Ramón,Estévez,Zapata,Hombre,36
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590222-PROC. GESTIÓN ADMINISTRATIVA,1,Luis,Cruz,Prado,Hombre,54
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590231-EQUIPOS ELECTRÓNICOS,1,Sofía,Ramos,Mora,Mujer,43
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590231-EQUIPOS ELECTRÓNICOS,1,Estela,Acosta,Benítez,Mujer,59
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00590803-CULTURA CLASICA P.E.S.,1,Jonás,Amador,Soria,Hombre,60
MAESTROS,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Julián,Herrera,Sánchez,Hombre,41
MAESTROS,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00597060-PEDAGOGÍA TERAPÉUTICA ESO,1,Irene,Guzmán,Marín,Hombre,47
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,Raquel,Roldán,Suárez,Mujer,63
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,Tomás,Mesa,Cuevas,Hombre,42
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,Noelia,Valle,Navarrete,Mujer,34
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,Carmen,Morales,Amador,Mujer,56
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,Natalia,Bernal,Gutiérrez,Mujer,56
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,César,López,Espejo,Hombre,64
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,María,Alarcón,Crespo,Mujer,50
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,Amalia,Garrido,Navarrete,Mujer,28
PROFESORES ESPECIALISTAS SECT.SING.F.P.,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,00598004-MANTENIMIENTO DE VEHÍCULOS,1,Julián,Valero,Izquierdo,Hombre,64
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,10590006-MATEMATICAS (FRANCES) P.E.S.,1,Ignacio,Barrios,Izquierdo,Hombre,44
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,10590009-DIBUJO (FRANCES) P.E.S.,1,Raquel,Portillo,Alonso,Mujer,51
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Rodrigo,Peña,Torres,Hombre,44
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Alberto,Vidales,Bravo,Hombre,35
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Marcos,Merino,Iglesias,Hombre,46
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Verónica,Baena,León,Mujer,62
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590005-GEOGRAFIA E HISTORIA (INGLES) P.E.S.,1,Gabriel,Prieto,Díaz,Hombre,57
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1,Carlos,Cano,Peralta,Hombre,34
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1,Rodrigo,Santos,Marquez,Hombre,52
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590007-FISICA Y QUIMICA (INGLES) P.E.S.,1,Antonio,Caballero,Blanco,Hombre,60
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1,Javier,Real,Cebrián,Hombre,30
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1,Rubén,Peña,Ponce,Hombre,44
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590008-BIOLOGIA Y GEOLOGIA (INGLES) P.E.S.,1,Mario,Jara,Herrero,Hombre,59
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,Verónica,Sáez,Parra,Mujer,50
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590017-EDUCACION FISICA (INGLES) P.E.S.,1,Alejandro,Llamas,Solano,Hombre,58
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590019-TECNOLOGIA (INGLES) P.E.S.,1,Luis,Cuenca,Valverde,Hombre,61
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590019-TECNOLOGIA (INGLES) P.E.S.,1,Carolina,Lemus,Gutiérrez,Mujer,40
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007022-I.E.S. LA ZAFRA,11590019-TECNOLOGIA (INGLES) P.E.S.,1,Alba,Acosta,Zapata,Mujer,54
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597031-EDUCACIÓN INFANTIL,1,Carlos,Sillero,Franco,Hombre,37
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597031-EDUCACIÓN INFANTIL,1,Andrea,Montes,Benítez,Mujer,65
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597031-EDUCACIÓN INFANTIL,1,Manuel,Durán,Rodríguez,Hombre,30
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597031-EDUCACIÓN INFANTIL,1,María,Jara,Mora,Mujer,51
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597031-EDUCACIÓN INFANTIL,1,Rodrigo,Soler,Ramírez,Hombre,62
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597031-EDUCACIÓN INFANTIL,1,Paula,Barroso,Sanz,Mujer,39
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597031-EDUCACIÓN INFANTIL,1,Lucía,Olmo,Jurado,Mujer,26
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597032-LENGUA EXTRANJERA-INGLÉS,1,Mario,Rodríguez,Portillo,Hombre,55
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597032-LENGUA EXTRANJERA-INGLÉS,1,Amalia,Pascual,Prado,Mujer,43
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597033-LENGUA EXTRANJERA-FRANCÉS,1,Ángela,Jara,Gil,Mujer,28
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597034-EDUCACIÓN FÍSICA,1,Beatriz,Iglesias,Álvarez,Mujer,49
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597034-EDUCACIÓN FÍSICA,1,Diego,Benítez,Soler,Hombre,61
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597035-MÚSICA,1,Cristian,Arias,Castaño,Hombre,25
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597036-PEDAGOGÍA TERAPÉUTICA,1,Rubén,Peña,Suárez,Hombre,60
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597036-PEDAGOGÍA TERAPÉUTICA,1,Rafael,Portillo,Jurado,Hombre,28
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597037-AUDICIÓN Y LENGUAJE,1,Inés,Huertas,Saura,Hombre,47
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,María,Salas,Santamaría,Mujer,25
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,Eva,Ortega,Roca,Mujer,47
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,Javier,Herrera,Alonso,Hombre,48
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,Laura,Gutiérrez,Miranda,Mujer,65
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,Alba,Santamaría,Segura,Mujer,32
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,Beatriz,Prieto,Cuenca,Mujer,33
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,Luis,Portillo,Pérez,Hombre,33
MAESTROS,GRANADA,MOTRIL,18007034-C.E.I.P. PRÍNCIPE FELIPE,00597038-EDUCACIÓN PRIMARIA,1,Raquel,Mérida,Aguirre,Mujer,28
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590001-FILOSOFIA P.E.S.,1,Adrián,Beltrán,Molina,Hombre,31
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590001-FILOSOFIA P.E.S.,1,Marta,Llamas,Del Río,Mujer,25
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Teresa,Estévez,Soler,Mujer,37
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Samuel,Peñalver,Linares,Hombre,28
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Nuria,Castro,Cortés,Mujer,32
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Joaquim,Barbero,Ortega,Hombre,55
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Teresa,Santiago,Franco,Mujer,49
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Mateo,Solano,Navarro,Hombre,50
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590004-LENGUA CASTELLANA Y LITERATURA P.E.S.,1,Fernando,Peralta,Marín,Hombre,57
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Diego,Campos,Cuenca,Hombre,47
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590005-GEOGRAFIA E HISTORIA P.E.S.,1,Adrián,Roca,Izquierdo,Hombre,40
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590006-MATEMATICAS P.E.S.,1,Diego,Soto,Muñoz,Hombre,50
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590006-MATEMATICAS P.E.S.,1,Olivia,Ochoa,Velasco,Mujer,47
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590006-MATEMATICAS P.E.S.,1,Sonia,Ochoa,Santos,Mujer,38
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590007-FISICA Y QUIMICA P.E.S.,1,Nerea,Vidal,Marín,Mujer,34
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590007-FISICA Y QUIMICA P.E.S.,1,Celia,Vázquez,Ortiz,Mujer,52
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590007-FISICA Y QUIMICA P.E.S.,1,Celia,Gómez,Montes,Mujer,26
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,César,Silva,Alfaro,Hombre,25
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590008-BIOLOGIA Y GEOLOGIA P.E.S.,1,Ana,Rubio,Martín,Mujer,37
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590009-DIBUJO P.E.S.,1,Daniela,Vera,Garrido,Mujer,44
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590009-DIBUJO P.E.S.,1,Rubén,Aranda,Jiménez,Hombre,43
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590010-FRANCES P.E.S.,1,Samuel,Iglesias,Castillo,Hombre,61
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590010-FRANCES P.E.S.,1,Isabel,Segovia,Guzmán,Mujer,30
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590011-INGLES P.E.S.,1,Claudia,Beltrán,Hernández,Mujer,30
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590011-INGLES P.E.S.,1,Jonás,González,Barbero,Hombre,42
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590011-INGLES P.E.S.,1,Miguel,Lara,Paredes,Hombre,36
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590011-INGLES P.E.S.,1,Lorena,Huertas,Correa,Mujer,36
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590011-INGLES P.E.S.,1,Inés,Molina,Díaz,Hombre,42
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590011-INGLES P.E.S.,1,Esteban,Pastor,Bernal,Hombre,41
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590011-INGLES P.E.S.,1,Elena,Nuñez,Alfaro,Mujer,50
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590016-MUSICA P.E.S.,1,Lidia,Del Río,Rojo,Mujer,34
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590016-MUSICA P.E.S.,1,Pablo,Ramos,Gutiérrez,Hombre,35
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590018-ORIENTACIÓN EDUCATIVA P.E.S.,1,Verónica,Valle,Soler,Mujer,25
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590019-TECNOLOGIA P.E.S.,1,Sergio,Suárez,Iglesias,Hombre,49
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590019-TECNOLOGIA P.E.S.,1,Mateo,Nuñez,Lemus,Hombre,62
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590058-APOYO AL AREA DE LENGUA Y C. SOCIALES,1,Antonio,Suárez,Zapata,Hombre,27
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590059-APOYO AL AREA CIENTIFICA O TECNOLOGIA,1,Manuel,Nuñez,Rojo,Hombre,31
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590061-ECONOMIA P.E.S.,1,Olivia,Jurado,Ramos,Mujer,62
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590061-ECONOMIA P.E.S.,1,Luis,Martín,Lorenzo,Hombre,32
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590105-FORMACION Y ORIENTACION LABORAL P.E.S.,1,Nuria,Martín,Saavedra,Mujer,39
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590107-INFORMATICA P.E.S.,1,María,Fuentes,Santamaría,Mujer,28
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590107-INFORMATICA P.E.S.,1,Miriam,Cordero,Manso,Hombre,51
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590107-INFORMATICA P.E.S.,1,Ángela,Ramírez,Escobar,Mujer,57
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590107-INFORMATICA P.E.S.,1,Rodrigo,Castro,Aguado,Hombre,37
PROFESORES DE ENSEÑANZA SECUNDARIA,GRANADA,MOTRIL,18007046-I.E.S. FRANCISCO JAVIER DE BURGOS,00590107-INFORMATICA P.E.S.,1,Marisa,Cebrián,Domínguez,Mujer,39
